MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2020;2;308;308;308;NL;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;580;580;580;NL;DK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;1085;1085;1085;NL;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;425;425;425;NL;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;481;481;481;NO;DK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;4;4;4;NO;FI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;425;425;425;NO;NL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;811;811;811;NO;SE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;0;0;0;SK;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;464;464;464;PL;CZ;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;1701;1701;1701;PL;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;480;480;480;PL;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;597;597;597;PL;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;511;511;511;PL;SK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;215;215;215;PL;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;2;218;218;218;PT;ES;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;234;234;234;RO;BG;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;535;535;535;RO;HU;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;0;0;0;RO;MD;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;2;459;459;459;RO;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;708;708;708;RO;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;2;91;91;91;RS;AL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;206;206;206;RS;BA;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;213;213;213;RS;BG;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;57;57;57;RS;HR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;65;65;65;RS;HU;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;208;208;208;RS;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;604;604;604;RS;MK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;459;459;459;RS;RO;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;2;190;190;190;RU;EE;Value on 3rd Wed. at 11;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;2;530;530;530;RU;FI;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2020;2;333;333;333;RU;LT;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2020;2;52;52;52;RU;LV;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2020;2;310;310;310;RU;UA;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;2;2;2;2;SE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;2;519;519;519;SE;DK;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;852;852;852;FI;EE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;44;44;44;FI;NO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;144;144;144;FI;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;3;1671;1671;1671;FI;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;796;796;796;FR;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;2378;2378;2378;FR;CH;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;1436;1436;1436;FR;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;2119;2119;2119;FR;ES;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;1419;1419;1419;FR;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;2105;2105;2105;FR;IT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;722;722;722;GB;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;1419;1419;1419;GB;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;0;0;0;GB;IE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;724;724;724;GB;NL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;185;185;185;GR;AL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;257;257;257;GR;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;505;505;505;GR;IT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;494;494;494;GR;MK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;202;202;202;GR;TR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;5;5;5;HR;BA;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;684;684;684;HR;HU;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;86;86;86;HR;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;216;216;216;HR;SI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;242;242;242;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;684;684;684;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;328;328;328;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;146;146;146;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;1156;1156;1156;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;354;354;354;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;3;0;0;0;IE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;138;138;138;IT;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;3255;3255;3255;IT;CH;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;2105;2105;2105;IT;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;505;505;505;IT;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;151;151;151;IT;ME;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;56;56;56;IT;MT;Value on 3rd Wed. at 03;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2020;3;762;762;762;IT;SI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;159;159;159;LT;BY;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;3;451;451;451;LT;LV;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;250;250;250;LT;PL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;20;20;20;LT;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;3;671;671;671;LT;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;0;0;0;LU;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;388;388;388;LU;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;323;323;323;LV;EE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;451;451;451;LV;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;135;135;135;LV;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;3;0;0;0;MD;RO;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;3;123;123;123;MD;UA;Value on 3rd Wed. at 03;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;3;298;298;298;ME;AL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;439;439;439;ME;BA;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;8;8;8;RU;UA;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;3;608;608;608;SE;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;985;985;985;SE;DK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;2360;2360;2360;SE;FI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;733;733;733;SE;LT;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;370;370;370;SE;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;3;598;598;598;SE;PL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;3;740;740;740;SI;AT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;11;330;330;330;TR;GR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;11;235;235;235;UA;BY;Value on 3rd Wed. at 11;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;11;270;270;270;UA;HU;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2020;11;2;2;2;UA;MD;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;11;215;215;215;UA;PL;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2020;11;394;394;394;UA;RO;Value on 3rd Wed. at 11;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2020;11;167;167;167;UA;RU;Value on 3rd Wed. at 11;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;11;432;432;432;UA;SK;Value on 3rd Wed. at 11;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;12;2864;2864;2864;IT;CH;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;2526;2526;2526;IT;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;290;290;290;IT;GR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;0;0;0;IT;ME;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;76;76;76;IT;MT;Value on 3rd Wed. at 03;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;829;829;829;IT;SI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;580;580;580;LT;BY;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;138;138;138;LT;LV;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;118;118;118;LT;PL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;339;339;339;LT;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;392;392;392;LT;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;189;189;189;LU;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;228;228;228;LU;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;324;324;324;LV;EE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;138;138;138;LV;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;94;94;94;LV;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;0;0;0;MD;RO;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;12;39;39;39;MD;UA;Value on 3rd Wed. at 03;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;12;244;244;244;ME;AL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;533;533;533;ME;BA;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;0;0;0;ME;IT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;163;163;163;ME;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;77;77;77;MK;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;20;20;20;MK;GR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;46;46;46;MK;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;76;76;76;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;12;357;357;357;NL;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;1859;1859;1859;NL;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;0;0;0;NL;DK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;0;0;0;NL;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;706;706;706;NL;NO;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;0;0;0;NO;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;1632;1632;1632;NO;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;95;95;95;NO;FI;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;706;706;706;NO;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;2080;2080;2080;NO;SE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;428;428;428;PL;CZ;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;810;810;810;PL;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;118;118;118;PL;LT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;526;526;526;PL;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;604;604;604;PL;SK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;212;212;212;PL;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;1101;1101;1101;PT;ES;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;117;117;117;RO;BG;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;270;270;270;RO;HU;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;0;0;0;RO;MD;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;36;36;36;RO;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;12;409;409;409;RO;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;12;245;245;245;RS;BA;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;53;53;53;RS;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;12;31;31;31;RS;HR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;502;502;502;IT;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;187;187;187;IT;ME;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;6;6;6;IT;MT;Value on 3rd Wed. at 03;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;257;257;257;IT;SI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;206;206;206;LT;BY;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;159;159;159;LT;LV;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;2;2;2;LT;PL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;39;39;39;LT;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;733;733;733;LT;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;0;0;0;LU;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;394;394;394;LU;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;358;358;358;LV;EE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;159;159;159;LV;LT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;49;49;49;LV;RU;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;0;0;0;MD;RO;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;5;17;17;17;MD;UA;Value on 3rd Wed. at 03;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2020;5;278;278;278;ME;AL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;660;660;660;ME;BA;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;187;187;187;ME;IT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;26;26;26;ME;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;111;111;111;MK;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;594;594;594;MK;GR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;573;573;573;MK;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;6;6;6;MT;IT;Value on 3rd Wed. at 03;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;5;1589;1589;1589;NL;BE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;2167;2167;2167;NL;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;696;696;696;NL;DK;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;534;534;534;ME;BA;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;57;57;57;ME;IT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;38;38;38;ME;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;154;154;154;MK;BG;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;320;320;320;MK;GR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;419;419;419;MK;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;2;2;2;MT;IT;Value on 3rd Wed. at 11;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2020;5;1583;1583;1583;NL;BE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;2848;2848;2848;NL;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;698;698;698;NL;DK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;773;773;773;NL;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;705;705;705;NL;NO;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;1400;1400;1400;NO;DK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;10;10;10;NO;FI;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;705;705;705;NO;NL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;1696;1696;1696;NO;SE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;287;287;287;PL;CZ;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;1456;1456;1456;PL;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;246;246;246;PL;LT;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;399;399;399;PL;SE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;124;124;124;PL;SK;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;193;193;193;PL;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;224;224;224;PT;ES;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;482;482;482;RO;BG;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;5;534;534;534;RO;HU;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;0;0;0;RO;MD;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;337;337;337;RO;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;5;358;358;358;RO;UA;Value on 3rd Wed. at 11;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2020;5;5;5;5;RS;AL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;2198;2198;2198;FI;SE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;1244;1244;1244;FR;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;2838;2838;2838;FR;CH;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;4013;4013;4013;FR;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;2967;2967;2967;FR;ES;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;1524;1524;1524;FR;GB;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;2532;2532;2532;FR;IT;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;826;826;826;GB;BE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;1524;1524;1524;GB;FR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;500;500;500;GB;IE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;165;165;165;GB;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;13;13;13;GR;AL;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;334;334;334;GR;BG;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;491;491;491;GR;IT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;713;713;713;GR;MK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;356;356;356;GR;TR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;458;458;458;HR;BA;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;526;526;526;HR;HU;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;200;200;200;HR;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;700;700;700;HR;SI;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;540;540;540;HU;AT;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;526;526;526;HU;HR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;369;369;369;HU;RO;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;200;200;200;HU;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2020;7;1078;1078;1078;HU;SK;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2020;7;40;40;40;HU;UA;Value on 3rd Wed. at 03;Import;Harmonized;M;NaM
