MeasureItem,MeasureItemCategoryID,MeasureItemID,Category,Country,Year,LengthOfCircuits,LengthOfRoutes,NumberOfUnits,ProvidedValue,CreationDate,ProvidedValueCode
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,DK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,DK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,DK,2024,,,44,14901.2,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,DK,2024,,,3,1450,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,DK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,DK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,DK,2024,,,13,3530,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,DK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,DK,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,DK,2024,,,62,18892.2,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,EE,2024,3353,3353,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,402,ACL_275kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,EE,2024,1608,1608,,,03/06/2025 11:08,
Inventory of Transmission,5,404,ACL_380_400kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,405,ACL_750kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,EE,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,EE,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,EE,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,EE,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,EE,2024,54,54,,,03/06/2025 11:08,
Inventory of Transmission,5,408,DCC_220kV_380kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,EE,2024,85,85,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,EE,2024,,,18,3.3,03/06/2025 11:08,
Inventory of Transmission,5,418,Nw_330kV_220kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,EE,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,ES,2024,618.3962,485.26,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,ES,2024,55.05,22.8,,,03/06/2025 11:08,
Inventory of Transmission,5,400,ACL_110kV_220kV,ES,2024,451.771,366.66,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,ES,2024,19265.23,13683.39,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,ES,2024,22098.67,14348.39,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,ES,2024,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,ES,2024,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,ES,2024,,,,*Estimation of the Length of Routes. Includes RE assets on a national scope.,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,ES,2024,,,,*Includes RE assets on a national scope.,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,ES,2024,549.94,274.97,,,03/06/2025 11:08,
Inventory of Transmission,5,409,DCC_Over_380kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,ES,2024,,,65,8.349,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,ES,2024,,,160,87.315,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,ES,2024,,,65,8.349,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,ES,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,ES,2024,,,160,87.315,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,FI,2024,16700,15200,,,05/06/2025 13:28,
Inventory of Transmission,5,401,ACL_220kV,FI,2024,1061,1017,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FI,2024,5953,5500,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,FI,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,FI,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,FI,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,FI,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,FI,2024,53,53,,,03/06/2025 11:08,
Inventory of Transmission,5,408,DCC_220kV_380kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,FI,2024,271,271,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FI,2024,,,13,1840,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FI,2024,,,72,28800,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,FI,2024,,,7,2000,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FI,2024,,,13,1840,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FI,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FI,2024,,,79,31050,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,FR,2024,1940.318,,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,FR,2024,9.015,,,,03/06/2025 11:08,
Inventory of Transmission,5,400,ACL_110kV_220kV,FR,2024,807.598,818.156,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,FR,2024,25566.4,21668.967,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,FR,2024,22045.225,13599.444,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,FR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,FR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,FR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,FR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,FR,2024,605.731,,,,03/06/2025 11:08,
Inventory of Transmission,5,409,DCC_Over_380kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,FR,2024,,,886,99753,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,FR,2024,,,68,14430,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,FR,2024,,,236,122400,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,FR,2024,,,906,103361,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,FR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,FR,2024,,,313,143818,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,GR,2024,1441.3271,1441.3271,,,03/06/2025 11:08,Error
Inventory of Transmission,5,407,ACC_Over_380kV,GR,2024,57.5916,57.5916,,,03/06/2025 11:08,Error
Inventory of Transmission,5,400,ACL_110kV_220kV,GR,2024,12924.176,8793.92,,,03/06/2025 11:08,Error
Inventory of Transmission,5,401,ACL_220kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,402,ACL_275kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,403,ACL_330kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,404,ACL_380_400kV,GR,2024,5175.116,3026.152,,,03/06/2025 11:08,Error
Inventory of Transmission,5,405,ACL_750kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,424,Comments_1,GR,2024,,,,The length of Greek section of International Interconnections is included,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,GR,2024,,,,The data in cells H9 and I9 corresponds to 150kV AC cables.,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,GR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,GR,2024,,,,The data in cells J17 and K17 corresponds to 150kV transformers.; The data in cells J25 and K25 corresponds to 150/66kV transformers.,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,408,DCC_220kV_380kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,409,DCC_Over_380kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,GR,2024,,,2,50,03/06/2025 11:08,Error
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,418,Nw_330kV_220kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,GR,2024,,,65,17840,03/06/2025 11:08,Error
Inventory of Transmission,5,416,Nw_400kV_220kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,415,Nw_400kV_330kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,413,Of_PU_>220kV,GR,2024,,,225,16040.8,03/06/2025 11:08,Error
Inventory of Transmission,5,412,Of_PU_>275kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,411,Of_PU_>330kV,GR,2024,,,,,03/06/2025 11:08,Error
Inventory of Transmission,5,410,Of_PU_>400kV,GR,2024,,,27,10359,03/06/2025 11:08,Error
Inventory of Transmission,5,406,ACC_220kV_380kV,HR,2024,1,1,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,HR,2024,5255,4651,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,HR,2024,1268,1103,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,HR,2024,1246,1047,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,HR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,HR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,HR,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,HR,2024,,,,"Category ""Nw_220kV_110kV_lower"" includes 23 transformers with transmission rate 220/110 kV, one transformer with transmission rate 220/35 kV and one transformer with transmission rate 220/25,5 kV.",03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,HR,2024,,,25,3770,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,HR,2024,,,8,2400,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,HR,2024,,,5,2000,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,HR,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,407,ACC_Over_380kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,401,ACL_220kV,HU,2024,1413.41,1093.64,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,HU,2024,3023.3,2326.45,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,HU,2024,266.31,266.31,,,03/06/2025 11:08,
Inventory of Transmission,5,424,Comments_1,HU,2024,,,,For ACL_750kV: of which 249 km is operating on 400 kV,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,HU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,HU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,HU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,HU,2024,,,30,4800,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,HU,2024,,,49,12250,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,HU,2024,,,4,2000,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,HU,2024,,,1,1100,03/06/2025 11:08,
Inventory of Transmission,5,413,Of_PU_>220kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,HU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,IT,2024,402.654,402.654,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,IT,2024,144.514,144.514,,,03/06/2025 11:08,
Inventory of Transmission,5,400,ACL_110kV_220kV,IT,2024,46838.543,43726.133,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,IT,2024,11036.735,8953.279,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,IT,2024,11389.19,10183.52,,,03/06/2025 11:08,
Inventory of Transmission,5,405,ACL_750kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,IT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,IT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,IT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,IT,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,IT,2024,340.536,340.536,,,03/06/2025 11:08,
Inventory of Transmission,5,409,DCC_Over_380kV,IT,2024,1615.957,1615.957,,,03/06/2025 11:08,
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,IT,2024,,,155,30870,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,IT,2024,,,301,76767,03/06/2025 11:08,
Inventory of Transmission,5,416,Nw_400kV_220kV,IT,2024,,,66,27000,03/06/2025 11:08,
Inventory of Transmission,5,415,Nw_400kV_330kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,IT,2024,,,224,36129,03/06/2025 11:08,
Inventory of Transmission,5,412,Of_PU_>275kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,IT,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,IT,2024,,,401,114076,03/06/2025 11:08,
Inventory of Transmission,5,406,ACC_220kV_380kV,LU,2024,28,17,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,401,ACL_220kV,LU,2024,286,148,,,03/06/2025 11:08,
Inventory of Transmission,5,402,ACL_275kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,404,ACL_380_400kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,405,ACL_750kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,LU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,LU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,LU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,LU,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,408,DCC_220kV_380kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,409,DCC_Over_380kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,421,Nw_220kV_110kV_lower,LU,2024,,,16,2.84,03/06/2025 11:08,
Inventory of Transmission,5,420,Nw_275kV_110kV_lower,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,419,Nw_330kV_110kV_lower,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,418,Nw_330kV_220kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,417,Nw_400kV_110kV_lower,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,416,Nw_400kV_220kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,415,Nw_400kV_330kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,414,Nw_750kV_400kV_lower,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,413,Of_PU_>220kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,412,Of_PU_>275kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,411,Of_PU_>330kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,410,Of_PU_>400kV,LU,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,406,ACC_220kV_380kV,LV,2024,22.37,22.37,,,03/06/2025 11:08,
Inventory of Transmission,5,407,ACC_Over_380kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,400,ACL_110kV_220kV,LV,2024,3812.55,3812.55,,,03/06/2025 11:08,
Inventory of Transmission,5,401,ACL_220kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,402,ACL_275kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,403,ACL_330kV,LV,2024,1742.15,1731.78,,,03/06/2025 11:08,
Inventory of Transmission,5,404,ACL_380_400kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,405,ACL_750kV,LV,2024,,,,,03/06/2025 11:08,Not Expected
Inventory of Transmission,5,424,Comments_1,LV,2024,,,,110 kV AC lines (3 812.55 km of them 83.75 km cable line); 330 kV AC lines (1 742.15 km of them 22.37 km cable lines),03/06/2025 11:08,
Inventory of Transmission,5,425,Comments_2,LV,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,426,Comments_3,LV,2024,,,,,03/06/2025 11:08,
Inventory of Transmission,5,427,Comments_4,LV,2024,,,,Transformers with highest voltage 330 kV (26 units with total power 3725 MVA); Transformers with highest voltage 110 kV (242 units with total power 5 099.8 MVA),03/06/2025 11:08,
Inventory of Transmission,5,422,DCC_110kV_220V,LV,2024,,,,,03/06/2025 11:08,Not Expected
